Orthogroup	Duplications (all)	Duplications (50% support)
OG0003167	2	2
OG0003168	2	2
OG0003169	2	2
OG0003170	1	1
OG0003171	1	1
OG0003172	2	2
OG0003173	1	1
OG0003174	2	2
OG0003175	1	1
OG0003176	3	3
OG0003177	1	1
OG0003178	3	3
OG0003179	2	2
OG0003180	1	1
OG0003181	2	2
OG0003182	2	2
OG0003183	1	1
OG0003184	2	2
OG0003185	1	1
OG0003186	2	2
OG0003187	3	3
OG0003188	2	2
OG0003189	2	2
OG0003190	2	2
OG0003191	1	1
OG0003192	1	1
OG0003193	2	2
OG0003194	1	1
OG0003195	2	2
OG0003196	2	2
OG0003197	1	1
OG0003198	2	2
OG0003199	2	2
OG0003200	2	2
OG0003201	1	1
OG0003202	1	1
OG0003203	1	1
OG0003204	1	1
OG0003205	2	2
OG0003206	2	2
OG0003207	2	2
OG0003208	1	1
OG0003209	1	1
OG0003210	1	1
OG0003211	2	2
OG0003212	1	1
OG0003213	1	1
OG0003214	2	2
OG0003215	2	2
OG0003216	2	2
OG0003217	2	2
OG0003218	2	2
OG0003219	2	2
OG0003220	2	2
OG0003221	1	1
OG0003222	1	1
OG0003223	2	2
OG0003224	1	1
OG0003225	1	1
OG0003226	2	2
OG0003227	2	2
OG0003228	1	1
OG0003229	2	2
OG0003230	1	1
OG0003231	1	1
OG0003232	1	1
OG0003233	1	1
OG0003234	2	2
OG0003235	1	1
OG0003236	1	1
OG0003237	2	2
OG0003238	2	2
OG0003239	2	2
OG0003240	2	2
OG0003241	2	2
OG0003242	2	2
OG0003243	1	1
OG0003244	1	1
OG0003245	1	1
OG0003246	1	1
OG0003247	2	2
OG0003248	2	2
OG0003249	1	1
OG0003250	1	1
OG0003251	1	1
OG0003252	1	1
OG0003253	2	2
OG0003254	1	1
OG0003255	2	2
OG0003256	1	1
OG0003257	1	1
OG0003258	2	2
OG0003259	3	3
OG0003260	2	2
OG0003261	2	2
OG0003262	1	1
OG0003263	2	2
OG0003264	3	3
OG0003265	1	1
OG0003266	1	1
OG0003267	1	1
OG0003268	1	1
OG0003269	1	1
OG0003270	2	2
OG0003271	1	1
OG0003272	2	2
OG0003273	1	1
OG0003274	2	2
OG0003275	1	1
OG0003276	1	1
OG0003277	1	1
OG0003278	2	2
OG0003279	2	2
OG0003280	2	2
OG0003281	1	1
OG0003282	2	2
OG0003283	2	2
OG0003284	1	1
OG0003285	1	1
OG0003286	1	1
OG0003287	1	1
OG0003288	1	1
OG0003289	3	3
OG0003290	2	2
OG0003291	2	2
OG0003292	1	1
OG0003293	2	2
OG0003294	1	1
OG0003295	1	1
OG0003296	1	1
OG0003297	1	1
OG0003298	2	2
OG0003299	2	2
OG0003300	1	1
OG0003301	1	1
OG0003302	2	2
OG0003303	3	3
OG0003304	1	1
OG0003305	1	1
OG0003306	1	1
OG0003307	1	1
OG0003308	1	1
OG0003309	2	2
OG0003310	1	1
OG0003311	2	2
OG0003312	2	2
OG0003313	3	3
OG0003314	2	2
OG0003315	3	3
OG0003316	2	2
OG0003317	1	1
OG0003318	1	1
OG0003319	1	1
OG0003320	2	2
OG0003321	2	2
OG0003322	3	3
OG0003323	1	1
OG0003324	1	1
OG0003325	3	3
OG0003326	1	1
OG0003327	1	1
OG0003328	1	1
OG0003329	1	1
OG0003330	3	3
OG0003331	1	1
OG0003332	2	2
OG0003333	1	1
OG0003334	2	2
OG0003335	3	3
OG0003336	2	2
OG0003337	1	1
OG0003338	1	1
OG0003339	2	2
OG0003340	2	2
OG0003341	2	2
OG0003342	1	1
OG0003343	2	2
OG0003344	1	1
OG0003345	2	2
OG0003346	3	3
OG0003347	1	1
OG0003348	1	1
OG0003349	2	2
OG0003350	2	2
OG0003351	2	2
OG0003352	1	1
OG0003353	2	2
OG0003354	2	2
OG0003355	1	1
OG0003356	2	2
OG0003357	2	2
OG0003358	2	2
OG0003359	2	2
OG0003360	1	1
OG0003361	1	1
OG0003362	2	2
OG0003363	2	2
OG0003364	3	3
OG0003365	2	2
OG0003366	1	1
OG0003367	2	2
OG0003368	2	2
OG0003369	2	2
OG0003370	2	2
OG0003371	1	1
OG0003372	2	2
OG0003373	3	3
OG0003374	2	2
OG0003375	1	1
OG0003376	2	2
OG0003377	2	2
OG0003378	2	2
OG0003379	2	2
OG0003380	3	3
OG0003381	1	1
OG0003382	2	2
OG0003383	1	1
OG0003384	2	2
OG0003385	1	1
OG0003386	2	2
OG0003387	3	3
OG0003388	2	2
OG0003389	1	1
OG0003390	3	3
OG0003391	1	1
OG0003392	1	1
OG0003393	1	1
OG0003394	2	2
OG0003395	1	1
OG0003396	2	2
OG0003397	2	2
OG0003398	2	2
OG0003399	2	2
OG0003400	3	3
OG0003401	2	2
OG0003402	2	2
OG0003403	1	1
OG0003404	2	2
OG0003405	1	1
OG0003406	1	1
OG0003407	2	2
OG0003408	2	2
OG0003409	1	1
OG0003410	2	2
OG0003411	1	1
OG0003412	1	1
OG0003413	2	2
OG0003414	2	2
OG0003415	1	1
OG0003416	2	2
OG0003417	1	1
OG0003418	2	2
OG0003419	2	2
OG0003420	2	2
OG0003421	2	2
OG0003422	1	1
OG0003423	1	1
OG0003424	2	2
OG0003425	2	2
OG0003426	1	1
OG0003427	2	2
OG0003428	2	2
OG0003429	3	3
OG0003430	2	2
OG0003431	1	1
OG0003432	1	1
OG0003433	2	2
OG0003434	2	2
OG0003435	2	2
OG0003436	2	2
OG0003437	1	1
OG0003438	1	1
OG0003439	2	2
OG0003440	2	2
OG0003441	1	1
OG0003442	1	1
OG0003443	2	2
OG0003444	2	2
OG0003445	2	2
OG0003446	1	1
OG0003447	1	1
OG0003448	1	1
OG0003449	2	2
OG0003450	1	1
OG0003451	2	2
OG0003452	2	2
OG0003453	2	2
OG0003454	2	2
OG0003455	2	2
OG0003456	1	1
OG0003457	2	2
OG0003458	1	1
OG0003459	2	2
OG0003460	2	2
OG0003461	2	2
OG0003462	2	2
OG0003463	1	1
OG0003464	2	2
OG0003465	1	1
OG0003466	2	2
OG0003467	3	3
OG0003468	3	3
OG0003469	3	3
OG0003470	2	2
OG0003471	2	2
OG0003472	2	2
OG0003473	2	2
OG0003474	2	2
OG0003475	2	2
OG0003476	2	2
OG0003477	2	2
OG0003478	1	1
OG0003479	1	1
OG0003480	1	1
OG0003481	2	2
OG0003482	2	2
OG0003483	1	1
OG0003484	2	2
OG0003485	2	2
OG0003486	3	3
OG0003487	2	2
OG0003488	2	2
OG0003489	3	3
OG0003490	3	3
OG0003491	1	1
OG0003492	1	1
OG0003493	2	2
OG0003494	1	1
OG0003495	2	2
OG0003496	2	2
OG0003497	2	2
OG0003498	2	2
OG0003499	1	1
OG0003500	1	1
OG0003501	1	1
OG0003502	2	2
OG0003503	2	2
OG0003504	2	2
OG0003505	1	1
OG0003506	1	1
OG0003507	1	1
OG0003508	1	1
OG0003509	2	2
OG0003510	1	1
OG0003511	1	1
OG0003512	1	1
OG0003513	1	1
OG0003514	1	1
OG0003515	1	1
OG0003516	1	1
OG0003517	1	1
OG0003518	2	2
OG0003519	1	1
OG0003520	1	1
OG0003521	3	3
OG0003522	2	2
OG0003523	2	2
OG0003524	1	1
OG0003525	2	2
OG0003526	1	1
OG0003527	2	2
OG0003528	1	1
OG0003529	1	1
OG0003530	1	1
OG0003531	2	2
OG0003532	1	1
OG0003533	1	1
OG0003534	2	2
OG0003535	1	1
OG0003536	1	1
OG0003537	1	1
OG0003538	2	2
OG0003539	2	2
OG0003540	1	1
OG0003541	1	1
OG0003542	1	1
OG0003543	2	2
OG0003544	1	1
OG0003545	1	1
OG0003546	2	2
OG0003547	1	1
OG0003548	3	3
OG0003549	1	1
OG0003550	1	1
OG0003551	2	2
OG0003552	2	2
OG0003553	1	1
OG0003554	2	2
OG0003555	2	2
OG0003556	2	2
OG0003557	1	1
OG0003558	1	1
OG0003559	1	1
OG0003560	1	1
OG0003561	2	2
OG0003562	1	1
OG0003563	2	2
OG0003564	2	2
OG0003565	1	1
OG0003566	1	1
OG0003567	2	2
OG0003568	2	2
OG0003569	1	1
OG0003570	2	2
OG0003571	3	3
OG0003572	2	2
OG0003573	2	2
OG0003574	2	2
OG0003575	1	1
OG0003576	1	1
OG0003577	1	1
OG0003578	2	2
OG0003579	2	2
OG0003580	3	3
OG0003581	1	1
OG0003582	1	1
OG0003583	2	2
OG0003584	1	1
OG0003585	1	1
OG0003586	2	2
OG0003587	2	2
OG0003588	1	1
OG0003589	1	1
OG0003590	1	1
OG0003591	2	2
OG0003592	2	2
OG0003593	2	2
OG0003594	3	3
OG0003595	2	2
OG0003596	2	2
OG0003597	2	2
OG0003598	2	2
OG0003599	2	2
OG0003600	1	1
OG0003601	1	1
OG0003602	1	1
OG0003603	1	1
OG0003604	1	1
OG0003605	1	1
OG0003606	1	1
OG0003607	2	2
OG0003608	2	2
OG0003609	1	1
OG0003610	2	2
OG0003611	1	1
OG0003612	2	2
OG0003613	1	1
OG0003614	2	2
OG0003615	1	1
OG0003616	2	2
OG0003617	2	2
OG0003618	3	3
OG0003619	1	1
OG0003620	1	1
OG0003621	1	1
OG0003622	2	2
OG0003623	2	2
OG0003624	2	2
OG0003625	1	1
OG0003626	2	2
OG0003627	2	2
OG0003628	2	2
OG0003629	1	1
OG0003630	2	2
OG0003631	2	2
OG0003632	1	1
OG0003633	1	1
OG0003634	1	1
OG0003635	2	2
OG0003636	2	2
OG0003637	1	1
OG0003638	1	1
OG0003639	1	1
OG0003640	1	1
OG0003641	1	1
OG0003642	1	1
OG0003643	1	1
OG0003644	1	1
OG0003645	1	1
OG0003646	2	2
OG0003647	1	1
OG0003648	1	1
OG0003649	1	1
OG0003650	1	1
OG0003651	1	1
OG0003652	1	1
OG0003653	1	1
OG0003654	2	2
OG0003655	2	2
OG0003656	2	2
OG0003657	2	2
OG0003658	1	1
OG0003659	2	2
OG0003660	3	3
OG0003661	2	2
OG0003662	1	1
OG0003663	2	2
OG0003664	2	2
OG0003665	1	1
OG0003666	2	2
OG0003667	1	1
OG0003668	2	2
OG0003669	2	2
OG0003670	2	2
OG0003671	1	1
OG0003672	1	1
OG0003673	1	1
OG0003674	2	2
OG0003675	2	2
OG0003676	2	2
OG0003677	2	2
OG0003678	1	1
OG0003679	2	2
OG0003680	2	2
OG0003681	2	2
OG0003682	2	2
OG0003683	2	2
OG0003684	2	2
OG0003685	1	1
OG0003686	2	2
OG0003687	2	2
OG0003688	2	2
OG0003689	1	1
OG0003690	2	2
OG0003691	1	1
OG0003692	2	2
OG0003693	1	1
OG0003694	1	1
OG0003695	2	2
OG0003696	1	1
OG0003697	1	1
OG0003698	2	2
OG0003699	1	1
OG0003700	2	2
OG0003701	2	2
OG0003702	2	2
OG0003703	2	2
OG0003704	1	1
OG0003705	1	1
OG0003706	2	2
OG0003707	1	1
OG0003708	1	1
OG0003709	2	2
OG0003710	2	2
OG0003711	2	2
OG0003712	2	2
OG0003713	2	2
OG0003714	2	2
OG0003715	2	2
OG0003716	2	2
OG0003717	2	2
OG0003718	2	2
OG0003719	2	2
OG0003720	2	2
OG0003721	2	2
OG0003722	2	2
OG0003723	2	2
OG0003724	2	2
OG0003725	1	1
OG0003726	2	2
OG0003727	2	2
OG0003728	2	2
OG0003729	2	2
OG0003730	2	2
OG0003731	2	2
OG0003732	1	1
OG0003733	1	1
OG0003734	3	3
OG0003735	2	2
OG0003736	1	1
OG0003737	2	2
OG0003738	2	2
OG0003739	2	2
OG0003740	1	1
OG0003741	1	1
OG0003742	2	2
OG0003743	2	2
OG0003744	2	2
OG0003745	2	2
OG0003746	1	1
OG0003747	1	1
OG0003748	1	1
OG0003749	3	3
OG0003750	1	1
OG0003751	1	1
OG0003752	2	2
OG0003753	1	1
OG0003754	2	2
OG0003755	1	1
OG0003756	2	2
OG0003757	1	1
OG0003758	1	1
OG0003759	1	1
OG0003760	1	1
OG0003761	1	1
OG0003762	1	1
OG0003763	1	1
OG0003764	1	1
OG0003765	3	3
OG0003766	2	2
OG0003767	2	2
OG0003768	2	2
OG0003769	2	2
OG0003770	1	1
OG0003771	1	1
OG0003772	1	1
OG0003773	1	1
OG0003774	1	1
OG0003775	1	1
OG0003776	2	2
OG0003777	2	2
OG0003778	2	2
OG0003779	2	2
OG0003780	1	1
OG0003781	1	1
OG0003782	1	1
OG0003783	1	1
OG0003784	1	1
OG0003785	2	2
OG0003786	2	2
OG0003787	1	1
OG0003788	2	2
OG0003789	1	1
OG0003790	2	2
OG0003791	1	1
OG0003792	1	1
OG0003793	1	1
OG0003794	2	2
OG0003795	1	1
OG0003796	1	1
OG0003797	2	2
OG0003798	1	1
OG0003799	2	2
OG0003800	1	1
OG0003801	1	1
OG0003802	1	1
OG0003803	1	1
OG0003804	1	1
OG0003805	1	1
OG0003806	1	1
OG0003807	3	3
OG0003808	1	1
OG0003809	2	2
OG0003810	2	2
OG0003811	1	1
OG0003812	1	1
OG0003813	2	2
OG0003814	2	2
OG0003815	1	1
OG0003816	2	2
OG0003817	1	1
OG0003818	1	1
OG0003819	1	1
OG0003820	2	2
OG0003821	2	2
OG0003822	1	1
OG0003823	2	2
OG0003824	2	2
OG0003825	2	2
OG0003826	2	2
OG0003827	1	1
OG0003828	1	1
OG0003829	2	2
OG0003830	2	2
OG0003831	2	2
OG0003832	1	1
OG0003833	2	2
OG0003834	1	1
OG0003835	1	1
OG0003836	2	2
OG0003837	1	1
OG0003838	2	2
OG0003839	1	1
OG0003840	1	1
OG0003841	1	1
OG0003842	1	1
OG0003843	1	1
OG0003844	1	1
OG0003845	1	1
OG0003846	1	1
OG0003847	2	2
OG0003848	3	3
OG0003849	2	2
OG0003850	2	2
OG0003851	2	2
OG0003852	2	2
OG0003853	3	3
OG0003854	2	2
OG0003855	1	1
OG0003856	2	2
OG0003857	2	2
OG0003858	3	3
OG0003859	2	2
OG0003860	2	2
OG0003861	2	2
OG0003862	3	3
OG0003863	2	2
OG0003864	2	2
OG0003865	2	2
OG0003866	2	2
OG0003867	2	2
OG0003868	2	2
OG0003869	1	1
OG0003870	1	1
OG0003871	1	1
OG0003872	1	1
OG0003873	1	1
OG0003874	2	2
OG0003875	2	2
OG0003876	3	3
OG0003877	2	2
OG0003878	2	2
OG0003879	1	1
OG0003880	2	2
OG0003881	2	2
OG0003882	1	1
OG0003883	1	1
OG0003884	1	1
OG0003885	1	1
OG0003886	1	1
OG0003887	1	1
OG0003888	2	2
OG0003889	2	2
OG0003890	2	2
OG0003891	1	1
OG0003892	1	1
OG0003893	2	2
OG0003894	2	2
OG0003895	2	2
OG0003896	2	2
OG0003897	2	2
OG0003898	2	2
OG0003899	1	1
OG0003900	2	2
OG0003901	1	1
OG0003902	2	2
OG0003903	2	2
OG0003904	2	2
OG0003905	1	1
OG0003906	1	1
OG0003907	2	2
OG0003908	2	2
OG0003909	2	2
OG0003910	1	1
OG0003911	1	1
OG0003912	2	2
OG0003913	2	2
OG0003914	1	1
OG0003915	2	2
OG0003916	2	2
OG0003917	1	1
OG0003918	2	2
OG0003919	2	2
OG0003920	2	2
OG0003921	1	1
OG0003922	2	2
OG0003923	1	1
OG0003924	1	1
OG0003925	2	2
OG0003926	2	2
OG0003927	1	1
OG0003928	1	1
OG0003929	2	2
OG0003930	1	1
OG0003931	2	2
OG0003932	1	1
OG0003933	1	1
OG0003934	2	2
OG0003935	2	2
OG0003936	2	2
OG0003937	2	2
OG0003938	1	1
OG0003939	1	1
OG0003940	1	1
OG0003941	2	2
OG0003942	1	1
OG0003943	1	1
OG0003944	1	1
OG0003945	3	3
OG0003946	1	1
OG0003947	1	1
OG0003948	2	2
OG0003949	1	1
OG0003950	1	1
OG0003951	1	1
OG0003952	1	1
OG0003953	2	2
OG0003954	2	2
OG0003955	2	2
OG0003956	3	3
OG0003957	2	2
OG0003958	2	2
OG0003959	1	1
OG0003960	1	1
OG0003961	2	2
OG0003962	1	1
OG0003963	1	1
OG0003964	1	1
OG0003965	2	2
OG0003966	2	2
OG0003967	2	2
OG0003968	2	2
OG0003969	2	2
OG0003970	2	2
OG0003971	2	2
OG0003972	2	2
OG0003973	2	2
OG0003974	2	2
OG0003975	1	1
OG0003976	2	2
OG0003977	1	1
OG0003978	2	2
OG0003979	2	2
OG0003980	2	2
OG0003981	2	2
OG0003982	2	2
OG0003983	2	2
OG0003984	2	2
OG0003985	2	2
OG0003986	2	2
OG0003987	3	3
OG0003988	2	2
OG0003989	2	2
OG0003990	2	2
OG0003991	2	2
OG0003992	1	1
OG0003993	2	2
OG0003994	2	2
OG0003995	1	1
OG0003996	2	2
OG0003997	2	2
OG0003998	2	2
OG0003999	1	1
OG0004000	2	2
OG0004001	2	2
OG0004002	2	2
OG0004003	2	2
OG0004004	1	1
OG0004005	1	1
OG0004006	2	2
OG0004007	2	2
OG0004008	1	1
OG0004009	2	2
OG0004010	2	2
OG0004011	2	2
OG0004012	1	1
OG0004013	1	1
OG0004014	2	2
OG0004015	2	2
OG0004016	2	2
OG0004017	1	1
OG0004018	2	2
OG0004019	3	3
OG0004020	2	2
OG0004021	2	2
OG0004022	2	2
OG0004023	3	3
OG0004024	2	2
OG0004025	3	3
OG0004026	2	2
OG0004027	2	2
OG0004028	2	2
OG0004029	3	3
OG0004030	2	2
OG0004031	3	3
OG0004032	2	2
OG0004033	2	2
OG0004034	2	2
OG0004035	1	1
OG0004036	2	2
OG0004037	1	1
OG0004038	1	1
OG0004039	1	1
OG0004040	2	2
OG0004041	2	2
OG0004042	1	1
OG0004043	1	1
OG0004044	1	1
OG0004045	2	2
OG0004046	2	2
OG0004047	1	1
OG0004048	1	1
OG0004049	2	2
OG0004050	1	1
OG0004051	2	2
OG0004052	2	2
OG0004053	2	2
OG0004054	2	2
OG0004055	2	2
OG0004056	2	2
OG0004057	2	2
OG0004058	2	2
OG0004059	2	2
OG0004060	2	2
OG0004061	2	2
OG0004062	2	2
OG0004063	2	2
OG0004064	1	1
OG0004065	2	2
OG0004066	2	2
OG0004067	2	2
OG0004068	2	2
OG0004069	2	2
OG0004070	2	2
OG0004071	2	2
OG0004072	2	2
OG0004073	1	1
OG0004074	2	2
OG0004075	2	2
OG0004076	2	2
OG0004077	2	2
OG0004078	2	2
OG0004079	2	2
OG0004080	1	1
OG0004081	2	2
OG0004082	2	2
OG0004083	1	1
OG0004084	2	2
OG0004085	2	2
OG0004086	2	2
OG0004087	2	2
OG0004088	3	3
OG0004089	3	3
OG0004090	2	2
OG0004091	2	2
OG0004092	2	2
OG0004093	2	2
OG0004094	2	2
OG0004095	2	2
OG0004096	2	2
OG0004097	2	2
OG0004098	2	2
OG0004099	2	2
OG0004100	2	2
OG0004101	2	2
OG0004102	2	2
OG0004103	2	2
OG0004104	2	2
OG0004105	2	2
OG0004106	1	1
OG0004107	1	1
OG0004108	1	1
OG0004109	2	2
OG0004110	2	2
OG0004111	2	2
OG0004112	2	2
OG0004113	2	2
OG0004114	2	2
OG0004115	2	2
OG0004116	2	2
OG0004117	2	2
OG0004118	2	2
OG0004119	2	2
OG0004120	2	2
OG0004121	2	2
OG0004122	2	2
OG0004123	2	2
OG0004124	2	2
OG0004125	2	2
OG0004126	2	2
OG0004127	2	2
OG0004128	2	2
OG0004129	2	2
OG0004130	1	1
OG0004131	2	2
OG0004132	2	2
OG0004133	2	2
OG0004134	2	2
OG0004135	2	2
OG0004136	1	1
OG0004137	2	2
OG0004138	2	2
OG0004139	2	2
OG0004140	2	2
OG0004141	2	2
OG0004142	1	1
OG0004143	2	2
OG0004144	2	2
OG0004145	2	2
OG0004146	2	2
OG0004147	2	2
OG0004148	2	2
OG0004149	2	2
OG0004150	2	2
OG0004151	2	2
OG0004152	3	3
OG0004153	3	3
OG0004154	3	3
OG0004155	3	3
OG0004156	3	3
OG0004157	3	3
OG0004158	3	3
OG0004159	3	3
OG0004160	3	3
OG0004161	3	3
OG0004162	3	3
OG0004163	3	3
OG0004164	3	3
OG0004165	3	3
OG0004166	3	3
OG0004167	3	3
OG0004168	3	3
OG0004169	3	3
OG0004170	3	3
OG0004171	3	3
OG0004172	3	3
OG0004173	3	3
OG0004174	3	3
OG0004175	3	3
OG0004176	3	3
OG0004177	3	3
OG0004178	3	3
OG0004179	3	3
OG0004180	3	3
OG0004181	3	3
OG0004182	3	3
OG0004183	3	3
OG0004184	3	3
OG0004185	3	3
OG0004186	3	3
OG0004187	3	3
OG0004188	3	3
OG0004189	3	3
OG0004190	3	3
OG0004191	3	3
OG0004192	3	3
OG0004193	3	3
OG0004194	3	3
OG0004195	3	3
OG0004196	3	3
OG0004197	3	3
OG0004198	3	3
OG0004199	3	3
OG0004200	3	3
OG0004201	3	3
OG0004202	3	3
OG0004203	3	3
OG0004204	3	3
OG0004205	3	3
OG0004206	3	3
OG0004207	3	3
OG0004208	3	3
OG0004209	3	3
OG0004210	3	3
OG0004211	3	3
OG0004212	3	3
OG0004213	3	3
OG0004214	3	3
OG0004215	3	3
OG0004216	3	3
OG0004217	3	3
OG0004218	3	3
OG0004219	3	3
OG0004220	3	3
OG0004221	3	3
OG0004222	3	3
OG0004223	3	3
OG0004224	3	3
OG0004225	3	3
OG0004226	3	3
OG0004227	3	3
OG0004228	3	3
OG0004229	3	3
OG0004230	3	3
OG0004231	3	3
OG0004232	3	3
OG0004233	3	3
OG0004234	3	3
OG0004235	3	3
OG0004236	3	3
OG0004237	3	3
OG0004238	3	3
OG0004239	3	3
OG0004240	3	3
OG0004241	3	3
OG0004242	3	3
OG0004243	3	3
